	1	2	3	4	5	6	7	8	9
1367528_at	7.94307269713031	7.82321991395792	7.91008261481797	7.91008261481797	7.80088531727366	7.92661126309842	7.91008261481797	7.92716619385048	8.14481464294539
1367529_at	7.96535242799196	8.0439419304045	7.77536107785466	7.58622804315206	8.14911866594832	7.86420979404648	7.83136009799841	7.88738964257461	8.02811624910962
1367530_at	8.07174329533554	7.94653877346331	7.94653877346331	7.95126119131284	7.77636577837431	8.00916573359358	8.03235547089749	7.92640955188436	7.92235957568568
1367531_at	10.0175367790377	10.40722602154	10.1509740789366	9.96287675615599	10.5247571111038	10.0864730616065	10.0408981453514	10.3873817616478	10.246632220693
1367532_at	9.73047878151417	10.1174305902349	9.83312116476291	9.53374704877064	10.2219804779912	9.64735539799505	9.93952566494084	10.284732141992	10.0782536423868
1367533_at	7.60269555764503	7.65837198128069	7.65837198128069	7.43728350569121	7.65837198128069	7.68590513829874	7.55073348849303	8.101686808114	7.81293325954235
1367534_at	7.99997170769482	8.12025768079124	8.25729750227928	8.01519140966323	8.09420109404363	7.9703448630356	8.11083775551118	7.76271772821185	7.99613921906991
1367535_at	8.85211059489312	8.34923989485565	8.57513352959778	8.74674135163039	8.36631462445353	8.62144766442562	8.57410334835929	8.2760669885686	8.62972852863876
1367536_at	7.15652474361081	7.25430700181444	7.15347492201677	6.95927548518994	7.18355256694647	7.07435204250747	6.90181819662495	7.17199702044944	7.18732685130855
1367537_at	7.47776832383586	7.73753802931541	7.38750770494777	7.25050676029304	7.76886983697431	7.32721537928516	7.38750770494777	7.63483010951973	7.25771282843375
1367538_at	6.29776971290635	6.76870938717027	6.70730972304066	6.38115432182266	6.64999233486265	6.65704337001622	6.73099903358068	7.1147758819454	6.70730972304066
1367539_at	7.70182127060895	8.17190568217854	7.43835302694128	7.17367638220638	7.86795436234113	7.79013688091912	7.72105560289589	8.47818989331611	7.93873842891567
1367540_at	6.93772368004429	7.04424889849754	6.86497674514202	6.73245600987599	7.02636126030754	6.79699331683101	7.0159027074078	7.31596839331024	7.0159027074078
1367541_at	6.41982465458499	7.0274220765636	6.50646898930505	5.92371819692532	6.8158077931364	6.37063813863576	6.29463158005892	7.22387423867066	6.70730972304066
1367542_at	7.74373813643173	7.74373813643173	7.60183395013092	7.56495308588328	7.74373813643173	7.60009348113435	7.74373813643173	7.79512647902572	8.00291615498519
1367543_at	8.7147576463408	8.6485710492618	8.78960445386481	8.6485710492618	8.60569935960888	8.30928411508027	8.92394046344457	8.47817760484601	8.6510135583765
1367544_at	4.45284106123266	4.96535735958435	4.79511088530151	4.46823517214316	5.03155349647013	5.00158359943871	4.74834192896433	5.4669331343106	5.14423941205615
1367545_at	6.69564531277386	6.90267253972148	6.81080693024289	6.81788984300847	6.96859704845503	6.83262216081087	6.89335199587223	7.18475997027992	6.964280298207
1367546_at	8.93004497571637	9.16430201165112	9.0876528491733	8.9981957753798	9.23498620135651	9.09934288760293	9.16803900738078	9.40714602958111	9.49275589275954
1367547_at	7.88110006610677	8.11985809092719	7.98548422275158	7.69081958580602	8.21801461683662	7.8322820732393	7.98548422275158	8.24848286056027	7.9689568925502
1367548_at	8.17580913181198	8.19303280926978	7.97702169793169	8.03258230308905	8.07330810943971	7.96095721632427	8.10095198406753	7.91738101904554	8.0014270121644
1367549_a_at	9.54402029247654	10.1910744952365	9.93874592981792	9.7457148526774	9.78937733240934	9.90606120423159	10.0310598787557	10.4590996258743	9.94340946555893
1367550_a_at	7.63161664187468	7.99015528580736	7.83807762864338	7.43056935748823	8.14497959648335	7.69278719065814	7.8194014702227	8.45039838011359	7.95392763858043
1367551_a_at	7.10490712813048	7.36157922875361	7.31518610173001	6.67739333910611	7.44236660283673	7.14415271432023	7.21161157070131	7.75425754989306	7.11538152659613
1367552_at	5.55152060535157	5.55089199020055	5.59246158290744	5.69932148972055	5.56562582383534	5.55089199020055	5.4264999269329	5.38575749218382	5.55089199020055
1367553_x_at	11.5601704126057	11.921385762555	10.7247381468925	11.1652211869882	11.0477751031421	11.1437541068421	11.0416624535582	10.935663144772	11.3385943000231
1367554_at	4.32907421782863	4.12686866444501	4.21489266139176	4.26047874810149	4.20163055259036	4.37723726986386	4.19368651828837	4.17838094633802	4.05466820098084
1367555_at	5.2593102084174	5.07006303858949	5.20952759407502	5.48568874320491	4.94385661819124	5.24871199196251	5.25052139555456	5.00037879100057	5.20952759407502
1367556_s_at	5.22085266818656	5.13228272255361	5.53985537585237	5.52522730987363	5.15617045933659	5.26148332437081	5.2652201182378	4.98678444525841	4.96996603213065
1367557_s_at	11.7025596342589	11.5577892534957	11.5416166209826	11.4620941624314	11.4941320426688	11.4920330316015	11.8400253677139	11.5118181248851	11.6088911076676
1367558_x_at	3.60298225093138	3.52431878171895	3.64644441323335	3.62343262996639	3.55417875266226	3.61601373266596	3.61601373266596	3.61601373266596	3.70092291043224
1367559_at	11.9389739119748	11.8492236612743	12.0595365878244	12.0461996569594	12.0053783241091	12.0053783241091	12.2911181314752	11.833242265092	12.010449131134
1367560_at	10.9649452026271	11.068176806493	10.7990378470631	10.5560373296843	11.2781362993681	10.7745112425333	11.067970911207	10.8574086482215	10.9761838580904
1367561_at	11.475896687744	11.3820046303743	11.683903895073	11.432675598557	11.2644659988664	11.7494928469138	11.7084581056664	11.2780653895679	11.8683176094488
1367562_at	9.77011620310651	10.2937746353105	9.88649215536727	10.3568066812122	10.1089684123153	10.1060223506879	10.4147484799942	10.0780743447007	10.4205377864111
1367563_at	10.0896052383544	9.88200254946248	10.0511990260859	10.255764610521	9.9242939225755	10.0129992344615	10.2119689591554	9.69432651777491	9.58156254009014
1367564_at	6.85654807565203	6.65698340723652	6.79649316263255	6.9612147712239	6.5308839783201	6.83637358161281	6.68317260075319	6.55985365701844	6.63879939073844
1367565_a_at	12.6580176516115	12.6554216297499	12.7613589797069	12.6385769753542	12.6898083644799	12.6905516838631	12.719715679823	12.7138690201413	12.658145303041
1367566_at	4.83006240664386	4.64181332485721	4.87158850079559	5.07238854148569	4.65210469827861	4.90814927701922	4.7941064871597	4.56984192632553	4.8764331586599
1367567_at	10.8669102855444	11.1826964124411	11.0446585569812	10.9389681825426	11.0921638322164	10.9248295765128	11.0026862383875	11.1392549141099	10.8751339107519
1367568_a_at	11.1327092372438	11.1265215033454	11.0909905272508	11.0448861953701	11.1874864619025	11.2799826947455	11.3815743143897	11.3454131761759	11.217993181682
1367569_at	11.4617300600948	11.3093512938517	11.4617300600948	11.6853953399811	11.3452256148484	11.37324361907	11.686632468024	11.0782548621835	11.5448211142031
1367570_at	7.67028987930633	7.73539582265204	7.25043171007869	7.15178514490136	7.80578708041453	7.15195828639639	7.6712774363068	7.47890568613588	7.36046774268196
1367571_a_at	6.69229620951887	6.33902763975428	6.49636940745511	6.68477905167027	6.06543952401153	6.53563730658303	6.39104406959083	6.12927045785126	6.27323325386421
1367572_at	7.41452385145923	6.96322932452315	7.14474211109518	7.51216519137317	7.06575179311456	7.16133259934165	7.16133259934165	6.83030906424859	7.2440117707618
1367573_at	11.4332170498821	11.7244129537609	11.644575752845	11.1817901319502	11.8509774347834	11.4334338485182	11.5191270538255	11.8877822410465	11.5765944915602
1367574_at	8.37435075175812	8.81184673171065	8.7105657600518	8.38883118527067	8.716647852309	8.51184611746123	8.9533278611302	9.00701768472488	8.33787779540004
1367575_at	11.7077506456004	11.817120652132	11.759625261526	11.5626735852774	11.6974596198754	11.3679421870767	11.8597857118232	11.6353759817317	11.8372264443651
1367576_at	12.0126145805792	11.9264869421223	12.2746203091925	12.0218116323907	11.8808814700142	11.8957617035072	12.4094400247245	11.9736612121509	12.00737429184
1367577_at	10.8369889876254	7.30061927548257	7.22860895660741	7.26905303931587	9.78753701136165	7.41085820972355	7.62999151692565	7.46556418207634	7.46600427938588
1367578_at	10.5596377553378	10.5678650778316	10.5616917579934	10.5390286063025	10.5540894542198	10.5073273197813	10.5571428942188	10.4928674148491	10.660773885513
1367579_a_at	11.2355474167299	11.6545042595212	11.0374808534829	11.2489754875116	11.342214715704	11.0513777195128	11.2243467845355	11.3876757153031	11.337882381195
1367580_at	10.1716716098355	10.1936843490301	10.0722345095225	9.89272568224862	10.1676585298871	10.1487335234219	10.2059521597114	10.337144028605	10.4037795016691
1367581_a_at	10.9553943579859	10.6700955638967	9.89526127592175	9.71054895133698	11.0658413974955	9.94054570889546	9.87999728102433	9.80131107258863	10.014052844873
1367582_at	10.6559355066726	10.5753389929851	10.6171609477689	10.5385483348467	10.7332637558458	10.591411538943	10.7163906664792	10.5854627932158	10.9234549039253
1367583_at	11.6645107103438	11.7338429996094	11.6753369025143	11.5551917871832	11.7696443133784	11.3611696124304	11.7007574035623	11.6673683046742	11.6690682520569
1367584_at	9.25986992224107	9.09264882775301	8.77639980760864	9.01257156527446	9.34916463686628	9.1728120580899	9.11561719578455	9.07005663696981	9.07566386985874
1367585_a_at	12.2738501225051	12.3704436674572	12.1752612172553	12.1509498485005	12.3442544946886	12.1277796399535	12.3427617818384	12.2605854472859	12.2936790026998
1367586_at	10.05960936754	10.1749530115803	9.9660016352389	9.82945572818343	10.2252856930036	9.87274242747013	10.0257771163756	10.116976987158	10.3456832989634
1367587_at	4.66694159885725	4.56274395526907	4.45762559195943	4.52909034068375	4.56274395526907	4.55057751879766	4.59663181043743	4.56274395526907	4.56274395526907
1367588_a_at	9.91821096728693	10.1853138103023	9.99877308857733	9.58865363786454	10.0633178321649	9.70535030979414	10.3077806495174	10.3537617336936	9.94903776539735
1367589_at	10.9916938172417	11.1308905419549	11.094722910255	11.1124818164794	11.2416498245073	11.097012505064	11.1804496612209	11.1474642746531	11.4112383687883
1367590_at	10.2713371018254	10.5455003817914	10.267411642127	10.0423202031076	10.6460664242435	10.3689192417248	10.1990839661519	10.5872348877717	10.3643619439041
1367591_at	9.86952917856311	9.93980460336351	9.95451693430608	9.58974631426016	9.86596583198282	9.90330281919663	9.71590229622579	10.0397017618787	9.90112728990574
1367592_at	3.90768124296198	3.89834417842091	4.08502326188276	4.18642513275757	3.9326330414958	4.05136152015917	3.943967842702	3.76464348406185	4.09325671556072
1367593_at	7.53087201353587	7.27277715123572	7.34004761689211	7.55414502725988	7.02644004851854	7.21929455146837	7.82215254044585	6.99508934569852	7.52318536166859
1367594_at	9.40067734902275	9.40737545783833	9.29964245158232	9.50389956555889	9.49484482922287	9.40067734902275	9.54480876998184	9.2454390816704	9.20287308466088
1367595_s_at	11.7039199785045	11.7908216258715	11.8969875979173	11.8039820929117	11.8765904037926	11.6313850392195	11.9830494149537	11.6516928273018	11.6686594721724
1367596_at	10.2592091208491	10.5477759027002	10.2902186401528	10.073004925249	10.60485371219	10.1954520986188	10.5033034676271	10.6098060088532	10.6666118693529
1367597_at	11.2833304452696	11.5927270410471	11.4704613819015	11.0819186572233	11.6012478980932	11.3287705538325	11.4704613819015	11.682454689603	11.5290181673841
1367598_at	5.640223856	5.51862913681433	5.4318830774143	5.63116302147889	5.42316460216254	5.67704788883191	5.48820952271294	5.35523392261118	5.48820952271294
1367599_at	11.1847537619003	11.2190208649685	11.1847537619003	10.9513988606678	11.3311117306839	11.0655146874361	11.310039551009	11.3389620435523	11.3146383126967
1367600_at	6.45939719740456	6.32273707245461	6.36291302327735	6.56631897362917	6.35222597527011	6.26974056019112	6.37886588488806	5.96957148021566	6.27740683551827
1367601_at	8.50324590523334	8.15138215375419	8.19343466749789	8.34837821342387	8.02705448937081	7.73723382850967	8.95293028635389	7.86379894885074	7.64295872009391
1367602_at	9.04689381138035	9.34158081596245	9.04578525305737	8.39986949803443	9.31348488536054	8.52169848343297	9.10642379601049	9.02299288248205	8.82022879892715
1367603_at	10.7106901617327	10.5485240889975	10.6119673740977	10.6037485438058	10.4544231833602	10.4405608832252	10.7708313387367	10.5258453273579	10.8552559096392
1367604_at	8.12593097319968	8.23049335406849	8.0943075371946	8.08923158110187	8.27535303908656	7.98197696117208	8.08119306512432	7.84500970003536	7.85698196349286
1367605_at	9.59796570788214	9.7109774617252	9.36276106212321	9.29713350958518	8.92860544373145	8.77692925866544	9.98676591209692	9.1459843165717	9.05569035232575
1367606_at	11.6082136836255	11.9819748849755	11.8375169932437	11.4796166087293	12.0691867052243	11.6973824928573	11.7883786438698	12.0617328764259	11.8527619755894
1367607_at	11.6236114737124	11.8654555281295	11.7921657008623	11.5658622994758	11.8187897465562	11.6669752108768	11.876613815069	11.7529336052441	11.8382397842292
1367608_at	5.7613442580413	5.51330235056792	5.62980788897535	5.74194142502692	5.47153114526418	5.70774487569146	5.61656874859377	5.32775078948268	5.65111968444962
1367609_at	10.7043947104218	10.4722602673472	10.3063752580186	10.1914396987176	10.4069111005743	10.5960822856088	10.4722602673472	10.2912314873276	10.6475567989265
1367610_at	11.7486250111645	11.9576042537832	11.9824051707131	11.8108547563278	11.9188852213393	11.7886955613117	11.9771719548922	12.1083684726709	11.9671976086416
1367611_at	6.99709952061717	6.62284465327742	6.86068107977702	7.21690232585414	6.87724271379634	6.87724271379634	6.97111111458812	6.56556263742629	6.85622663978735
1367612_at	10.7679953806177	10.9568275506656	10.7700909498715	10.3230283089801	10.9501743912523	11.1246587301977	10.9235711689168	11.5643200651753	11.007612684952
1367613_at	11.5740653078279	11.7338476308808	11.6891819006524	11.1251744233055	11.4689334129306	11.3816801950716	11.5882394810168	11.8550704247648	11.9416042073258
1367614_at	8.88700823110836	9.28519789677513	9.10486593830399	8.85798995796174	9.17186742849956	8.83420045210876	8.97620638610561	9.25284526548658	8.98963548765098
1367615_at	4.54466441356408	4.53209218456886	4.64265049119485	4.65599602050648	4.52855826394747	4.7831642293619	4.56866342503906	4.44691763443593	4.54466441356408
1367616_at	5.0335873287234	4.97051591971005	5.13947574306907	5.20034478494391	4.86785346362874	5.10308431724821	5.01877049987492	4.79392686603481	5.00638491375545
1367617_at	12.050521526678	11.6894710127092	11.8824335374551	12.0249895617448	11.4343316544069	11.6811913867148	12.2132049730154	11.698415466813	12.089317353921
1367618_a_at	10.9054249446043	10.8962086323437	11.054911932496	10.761860648995	10.8568439477428	11.1921545679018	11.0730852421472	11.0261917686081	11.1939296258124
1367619_at	9.62370935882389	10.2969905648164	9.75886348066243	9.29969256489657	10.2303205059105	9.60395625741208	9.89708650154071	10.5385483348467	9.89708650154071
1367620_at	12.130241266038	12.3920514059941	12.3197759143723	12.1738674143057	12.4651584310203	12.2510827752094	12.3138373053905	12.4982538675821	12.4568245228988
1367621_at	8.15314588736559	7.79015756260324	7.81711468289316	8.0325979171054	7.3739433146443	8.00924488249704	8.27569016636635	7.41999298218491	7.97702425799533
1367622_at	11.0768063096718	11.3698750492701	11.2954063150824	11.1689771633872	11.3238488511052	11.2011830665788	11.2916300754101	11.5339212469882	11.5961065851329
1367623_at	10.8083805592641	10.9319536063972	10.8608305841698	10.5814762011013	11.0446585569812	10.5063708378765	10.8858549343986	10.8608305841698	11.0224369987858
1367624_at	9.50796034392508	9.62619227644431	9.66622255912333	9.52566746913367	9.66768377661537	9.89119036786034	10.362031590497	9.90372186419713	9.89526127592175
1367625_at	11.4064461980934	11.6276756091923	11.3940954741758	11.3379615615206	11.6779803282724	11.6801790043039	11.5652784671586	11.688673368036	11.7444874321193
1367626_at	5.41448831703371	5.02051804197539	5.34952360930402	5.73100596924835	5.34952360930402	5.42182796830321	5.34952360930402	5.15332008402717	5.20577838515186
1367627_at	10.3525628636307	10.5429226981165	10.7861842635516	10.8123058300501	10.7113616293327	10.0367591202025	10.4246437719592	10.581434274938	9.91316976604286
1367628_at	7.60203040400393	7.80046224784831	7.7196117507567	7.4970319371751	7.49424187120745	7.21455664265531	7.78703897386128	7.47359838538049	7.69342917336501
1367629_at	11.5723076511166	11.8860281876995	11.6713319954064	11.4073272962281	11.778969723413	11.5903492230333	11.6798801325211	11.884886835332	11.7525427582224
1367630_at	11.1974228191043	11.563786893688	11.3154130203964	10.8832948950432	11.4929121519202	11.4468880812399	11.3587204451342	11.5617408207238	11.523704405623
